word,word_total,post_id,year,price,beds,mean_price,median_price,mean_beds
beautiful,12102,pre2013_131819,2004,1550,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_45616,2011,1195,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6368525767,2017,2195,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5247446875,2015,4200,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6488646647,2018,4888,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_140518,2005,3450,6,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_133223,2005,2200,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_64908,2012,1200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4600421723,2014,2350,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_141796,2005,850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_116929,2001,2200,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_140955,2005,1065,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5819629864,2016,2575,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_129757,2004,1150,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_138030,2005,850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4865916509,2015,2100,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_138179,2005,1000,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_135757,2005,1395,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4258050796,2013,1895,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_8179,2011,1350,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_50643,2012,2900,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5782364074,2016,2295,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_144617,2005,850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_155099,2007,1685,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_36851,2011,995,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_121420,2004,2000,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5403576802,2016,1650,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_139534,2005,850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6565260273,2018,2595,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5434121572,2016,3095,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_14428,2012,1000,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_29067,2011,2300,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5615223609,2016,3150,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_142868,2005,1800,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5445560230,2016,5195,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_29094,2011,1995,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_154730,2007,1475,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_125604,2004,975,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_159613,2006,1200,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_46363,2011,1225,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_152977,2006,1100,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5548986358,2016,2975,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5701175438,2016,1999,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_16877,2012,1900,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5400797172,2016,4888,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_143142,2005,1300,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_37715,2011,950,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_152112,2006,1195,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_139495,2005,850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_71521,2012,4500,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5429264574,2016,1850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5171375100,2015,2965,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_138928,2005,975,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_47833,2012,1200,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_135859,2005,2000,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_12816,2012,1875,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_11901,2011,995,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4667238030,2014,3200,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_127760,2004,850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_120737,2004,1350,NA,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5517794211,2016,4666,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_11372,2011,2190,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6370734051,2017,3695,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_124888,2004,1300,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_97296,2004,1450,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_88452,2004,1695,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_147029,2006,995,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_100754,2004,1350,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_130647,2004,1195,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_102050,2004,1895,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_90643,2004,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_102513,2004,1800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_103156,2004,1800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_134575,2005,2850,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_136301,2005,1395,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_95830,2004,1450,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_125514,2004,1450,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4556866813,2014,2195,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_14753,2012,4295,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_50465,2012,2295,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_30655,2011,800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_101437,2004,1975,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_131634,2004,1975,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_131858,2004,800,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_132180,2004,1800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_102449,2004,1850,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_102614,2004,1800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_140603,2005,1750,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_142546,2005,1599,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_142639,2005,1275,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_143134,2005,1450,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_3636,2008,2400,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_4013,2008,5300,5,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4855457971,2015,1895,0,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_15941,2012,2200,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_59162,2012,2095,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_46597,2011,2285,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_66512,2012,4500,4,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5302136380,2015,1900,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_118176,2004,1800,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5741242910,2016,2500,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4328322382,2014,800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_151064,2006,1550,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,4328305258,2014,800,1,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,5439880605,2016,2200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_57165,2012,1212,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_60574,2012,3100,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_152685,2006,1050,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_86917,2003,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_128756,2004,2200,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_156343,2006,1250,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_142325,2005,1500,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_36503,2011,1200,2,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,pre2013_154876,2007,2400,3,2375.4262105437087,2100,2.1750550754109437
beautiful,12102,6603802276,2018,2950,1,2375.4262105437087,2100,2.1750550754109437
